Ni delta
160.0634 0.0564,1.3893
150.0636 0.0610,1.3619
140.0639 0.0666,1.3305
130.0643 0.0733,1.2943
120.0447 0.0815,1.2519
110.0457 0.0919,1.2017
100.0474 0.1054,1.1411
90.0507 0.1238,1.0658
80.0580 0.1508,0.9695
70.0797 0.1952,0.8401
60.0265 0.2981,0.6270
56.9051 0.4441,0.4441
